flow_cell_id,experiment_id,kit,barcode,alias,seqrun
AUA949,HDZ-PL-003,SQK-16S114-24,barcode01,HDZ-177-S47,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode02,HDZ-046-S48,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode03,HDZ-045-S49,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode04,HDZ-052-S50,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode05,HDZ-176-S51,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode06,HDZ-182-S52,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode07,HDZ-041-S53,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode08,HDZ-051-S54,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode09,HDZ-107-S55,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode10,HDZ-191-S56,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode11,HDZ-101-S57,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode12,HDZ-168-S58,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode13,HDZ-190-S59,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode14,HDZ-108-S60,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode15,HDZ-175-S61,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode16,HDZ-188-S62,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode17,HDZ-058-S63,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode18,HDZ-089-S64,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode19,HDZ-093-S65,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode20,HDZ-094-S66,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode21,HDZ-155-S67,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode22,HDZ-156-S68,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode23,HDZ-104-S69,hdz3
AUA949,HDZ-PL-003,SQK-16S114-24,barcode24,PL-NTC-003-CTRL,hdz3
