flow_cell_id,experiment_id,kit,barcode,alias
AVN769,PL12-13,SQK-16S114-24,barcode01,HDZ-266-S254
AVN769,PL12-13,SQK-16S114-24,barcode02,HDZ-267-S255
AVN769,PL12-13,SQK-16S114-24,barcode03,HDZ-316-S256
AVN769,PL12-13,SQK-16S114-24,barcode04,HDZ-335-S257
AVN769,PL12-13,SQK-16S114-24,barcode05,HDZ-345-S258
AVN769,PL12-13,SQK-16S114-24,barcode06,HDZ-348-S259
AVN769,PL12-13,SQK-16S114-24,barcode07,HDZ-383-S260
AVN769,PL12-13,SQK-16S114-24,barcode08,HDZ-384-S261
AVN769,PL12-13,SQK-16S114-24,barcode09,HDZ-385-S262
AVN769,PL12-13,SQK-16S114-24,barcode10,HDZ-386-S263
AVN769,PL12-13,SQK-16S114-24,barcode11,HDZ-387-S264
AVN769,PL12-13,SQK-16S114-24,barcode12,HDZ-388-S265
AVN769,PL12-13,SQK-16S114-24,barcode13,HDZ-389-S266
AVN769,PL12-13,SQK-16S114-24,barcode14,HDZ-390-S267
AVN769,PL12-13,SQK-16S114-24,barcode15,HDZ-391-S268
AVN769,PL12-13,SQK-16S114-24,barcode16,HDZ-392-S269
AVN769,PL12-13,SQK-16S114-24,barcode17,HDZ-393-S270
AVN769,PL12-13,SQK-16S114-24,barcode18,HDZ-394-S271
AVN769,PL12-13,SQK-16S114-24,barcode19,HDZ-395-S272
AVN769,PL12-13,SQK-16S114-24,barcode20,HDZ-396-S273
AVN769,PL12-13,SQK-16S114-24,barcode21,HDZ-397-S274
AVN769,PL12-13,SQK-16S114-24,barcode22,HDZ-438-S275
AVN769,PL12-13,SQK-16S114-24,barcode23,HDZ-439-S276
AVN769,PL12-13,SQK-16S114-24,barcode24,PL-NTC-012-CTRL
